가게,주소,카테고리,리본개수,레드리본 선정,서울 2025 선정,라벨
비스킷플로어,서울특별시 노원구 동일로190길 6 (공릉동),커피전문점,1,N,Y,서울 2025 선정
동강,서울특별시 용산구 이촌로 182 (이촌동) 풍원상가 114호,일반중식,1,Y,Y,레드리본 선정 서울 2025 선정
카밀로라자네리아,서울특별시 마포구 동교로12길 41 (서교동),파스타,1,Y,Y,레드리본 선정 서울 2025 선정
종점숯불갈비,서울특별시 용산구 장문로 112 (보광동),"돼지갈비, 돼지고기구이",1,Y,Y,레드리본 선정 서울 2025 선정
버치커피,서울특별시 용산구 대사관로34길 26 (한남동) 허준빌딩 3층,커피전문점,1,N,Y,서울 2025 선정
바삭마차,서울특별시 마포구 월드컵로13길 64 (망원동),돈가스,1,N,Y,서울 2025 선정
봉산집,서울특별시 용산구 한강대로62나길 24 (용산동3가),소고기구이,1,Y,Y,레드리본 선정 서울 2025 선정
파사주,서울특별시 마포구 백범로20길 24-5 (대흥동) 상수라이크,프랑스가정식,1,Y,Y,레드리본 선정 서울 2025 선정
남도식당,서울특별시 종로구 종로3길 42 (청진동),"돼지불고기, 소불고기, 일반한식",1,Y,Y,레드리본 선정 서울 2025 선정
리사르커피(약수점),서울특별시 중구 다산로8길 16-7 (신당동),"에스프레소바, 커피전문점",1,N,Y,서울 2025 선정
고센기와집갈비,서울특별시 성북구 화랑로25길 18 (장위동),"소갈비, 돼지갈비",1,Y,Y,레드리본 선정 서울 2025 선정
송화산시도삭면,서울특별시 광진구 뚝섬로27길 48 (자양동),일반중식,1,Y,Y,레드리본 선정 서울 2025 선정
브레라,서울특별시 중구 동호로17길 295 (신당동) 대명빌딩 2층,"파스타, 피자",1,Y,Y,레드리본 선정 서울 2025 선정
더샤퀴테리아,서울특별시 용산구 독서당로 86 (한남동) 한성빌딩 1층,샤퀴테리,1,N,Y,서울 2025 선정
안주마을,서울특별시 종로구 자하문로1길 3 (내자동),한식주점,1,N,Y,서울 2025 선정
립하버,서울특별시 마포구 백범로24길 11-4 (염리동),"카페, 독일식",1,N,Y,서울 2025 선정
오복수산,서울특별시 마포구 성미산로 190-4 (연남동) 2층,카이센동,1,Y,Y,레드리본 선정 서울 2025 선정
경양카츠,서울특별시 마포구 동교로 238-1 (연남동),일식돈가스,1,Y,Y,레드리본 선정 서울 2025 선정
1940금문,서울특별시 종로구 창경궁로 269-1 (혜화동),일반중식,1,Y,Y,레드리본 선정 서울 2025 선정
명동피자,서울특별시 중구 명동10길 41 (충무로2가) 챔피언빌딩 4층,"피자, 파스타",1,Y,Y,레드리본 선정 서울 2025 선정
호호식당,서울특별시 종로구 대학로9길 35 (명륜4가),일본가정식,1,Y,Y,레드리본 선정 서울 2025 선정
차알(광화문디타워점),서울특별시 종로구 종로3길 17 (청진동) 3층,미국식중식,1,Y,Y,레드리본 선정 서울 2025 선정
리커버리커피바,서울특별시 성동구 왕십리로16가길 10 (성수동1가) 1층,커피전문점,1,N,Y,서울 2025 선정
후암편백,서울특별시 용산구 후암로 57-1 (후암동),"편백찜, 일식샤부샤부",1,Y,Y,레드리본 선정 서울 2025 선정
브네,서울특별시 광진구 군자로 70 (군자동) 1층 106호,"이탈리아식, 파스타",1,Y,Y,레드리본 선정 서울 2025 선정
비아메렝게,서울특별시 서대문구 명물길 27-18 (창천동),멕시코식,1,Y,Y,레드리본 선정 서울 2025 선정
수락이오냉면,서울특별시 노원구 동일로237다길 7 (상계동) 창일빌딩 1층,"물냉면, 비빔냉면, 만두",1,N,Y,서울 2025 선정
온천집,서울특별시 종로구 돈화문로11나길 31-8 (익선동),일식샤부샤부,1,Y,Y,레드리본 선정 서울 2025 선정
트러플디알바,서울특별시 용산구 대사관로15길 8-3 (한남동) 1층,이탈리아식,1,Y,Y,레드리본 선정 서울 2025 선정
파브리키친,서울특별시 용산구 한강대로15길 23-6 (한강로3가) 1층,이탈리아식,1,Y,Y,레드리본 선정 서울 2025 선정
디폴트밸류,서울특별시 서대문구 성산로 333 (연희동) 1층,커피전문점,1,N,Y,서울 2025 선정
와이엠커피프로젝트,서울특별시 은평구 연서로29길 21-8 (갈현동),커피전문점,1,N,Y,서울 2025 선정
바통밀카페,서울특별시 용산구 한강대로15길 33 (한강로3가),"브런치카페, 북유럽식",1,N,Y,서울 2025 선정
진고개,서울특별시 중구 충무로 19-1 (충무로3가),"일반한식, 게장, 소불고기",1,Y,Y,레드리본 선정 서울 2025 선정
칼라스커피,서울특별시 마포구 월드컵북로16길 16 (성산동) 1층,커피전문점,1,N,Y,서울 2025 선정
미미옥(신용산점),서울특별시 용산구 한강대로15길 27 (한강로3가),"국수, 샤브샤브",1,Y,Y,레드리본 선정 서울 2025 선정
성북동빵공장,서울특별시 성북구 대사관로 40 (성북동) B동,베이커리,1,N,Y,서울 2025 선정
커피나인,서울특별시 동대문구 전농로3길 12 (답십리동),커피전문점,1,N,Y,서울 2025 선정
남영탉,서울특별시 용산구 한강대로80길 12 (남영동),"닭구이, 통닭",1,Y,Y,레드리본 선정 서울 2025 선정
팀스쿡,서울특별시 광진구 광나루로50길 10 (구의동),"피자, 파스타",1,Y,Y,레드리본 선정 서울 2025 선정
사루카메,서울특별시 마포구 연남로 15 (연남동) 1층,라멘,1,Y,Y,레드리본 선정 서울 2025 선정
서촌프렌치,서울특별시 종로구 옥인길 18 (옥인동),프랑스가정식,1,Y,Y,레드리본 선정 서울 2025 선정
옐로우보울,서울특별시 서대문구 충정로 7 (충정로3가) 구세군빌딩 지하 1층,"이탈리아식, 샌드위치",1,Y,Y,레드리본 선정 서울 2025 선정
콘피에르,서울특별시 중구 세종대로 14 (남대문로5가) 그랜드센트럴(GRAND CENTRAL) 지하 2층,컨템포러리,1,Y,Y,레드리본 선정 서울 2025 선정
용문갈비집,서울특별시 용산구 새창로 127 (용문동),돼지갈비,1,Y,Y,레드리본 선정 서울 2025 선정
라뜰리에꼼때,서울특별시 종로구 성균관로17길 53 (명륜1가),프랑스식,1,N,Y,서울 2025 선정
셰프테이너,서울특별시 용산구 이태원로27길 101 (한남동),이탈리아식,1,Y,Y,레드리본 선정 서울 2025 선정
그린마일커피,서울특별시 종로구 북촌로 64 (가회동),커피전문점,1,N,Y,서울 2025 선정
태천면옥,서울특별시 광진구 광장로 49 (광장동) 1층,"평양냉면, 제육, 수육",1,N,Y,서울 2025 선정
모터시티,서울특별시 용산구 이태원로 140-1 (이태원동) 빅토리타운 2층,"미국식피자, 크래프트맥주바",1,Y,Y,레드리본 선정 서울 2025 선정
이츠모라멘,서울특별시 마포구 와우산로23길 18-7 (서교동) 202호,라멘,1,Y,Y,레드리본 선정 서울 2025 선정
정육면체,서울특별시 서대문구 연세로5다길 22-8 (창천동) 1층,"우육면, 대만식중식",1,Y,Y,레드리본 선정 서울 2025 선정
계고기집,서울특별시 마포구 백범로24길 1 (염리동) 1층,닭갈비,1,Y,Y,레드리본 선정 서울 2025 선정
초원,서울특별시 용산구 한강대로80길 7 (남영동),소고기구이,1,Y,Y,레드리본 선정 서울 2025 선정
익선디미방,서울특별시 종로구 돈화문로11나길 30 (익선동),이탈리아식,1,Y,Y,레드리본 선정 서울 2025 선정
하이디라오,서울특별시 중구 명동3길 36 (을지로2가) 마이티빌딩 1층,훠궈,1,Y,Y,레드리본 선정 서울 2025 선정
효도치킨(광화문점),"서울특별시 종로구 사직로8길 21-1 (내자동) 1, 2층",프라이드치킨,1,Y,Y,레드리본 선정 서울 2025 선정
청수당,서울특별시 종로구 돈화문로11나길 31-9 (익선동),카페,1,N,Y,서울 2025 선정
기미사,서울특별시 성동구 성수이로26길 47 (성수동2가),커피전문점,1,N,Y,서울 2025 선정
에그앤플라워,서울특별시 용산구 신흥로26길 35 (용산동2가),"파스타, 이탈리아식",1,Y,Y,레드리본 선정 서울 2025 선정
영앤도터스,서울특별시 마포구 마포대로 156 (공덕동) 푸르지오시티 1층 107호,커피전문점,1,N,Y,서울 2025 선정
라구뜨,서울특별시 광진구 능동로 90 (자양동) 더 클래식500 B동 3층,뷔페,1,N,Y,서울 2025 선정
피어커피로스터스,서울특별시 성동구 광나루로4가길 24 (성수동2가),"커피전문점, 디저트전문점",1,N,Y,서울 2025 선정
프로토콜(연희점),서울특별시 서대문구 연희로 109 (연희동),커피전문점,1,N,Y,서울 2025 선정
그로어스,서울특별시 서대문구 연희로27길 52 (연희동),브런치카페,1,Y,Y,레드리본 선정 서울 2025 선정
싸일러용산,서울특별시 용산구 서빙고로 17 (한강로3가) 센트럴파크몰 105동 12호,"베이커리, 디저트전문점, 샌드위치",1,N,Y,서울 2025 선정
땅코참숯구이,서울특별시 성동구 행당로17길 26 (행당동) 세종보습학원,"돼지고기구이, 돼지갈비",1,N,Y,서울 2025 선정
설가온,서울특별시 종로구 세종대로 175 (세종로) 세종문화회관 지하 1층,한정식,1,N,Y,서울 2025 선정
아트스페이스우월,서울특별시 마포구 와우산로29가길 84 (서교동),한우오마카세,1,Y,Y,레드리본 선정 서울 2025 선정
베라피자,서울특별시 용산구 이태원로 272 (한남동) SPC빌딩 3층,피자,1,Y,Y,레드리본 선정 서울 2025 선정
오쁘띠베르,서울특별시 종로구 자하문로 47-1 (통인동),카페,1,N,Y,서울 2025 선정
아뜰리에폰드,서울특별시 용산구 이태원로54길 19 (한남동) 1층,"쿠키, 캐러멜, 디저트전문점",1,N,Y,서울 2025 선정
수유갈비산성골,서울특별시 강북구 덕릉로 126 (번동) 우일빌딩,"소고기구이, 돼지갈비",1,N,Y,서울 2025 선정
도취하녹식당,서울특별시 종로구 사직로9가길 12 (필운동) 1층,"모던한식, 한정식",1,N,Y,서울 2025 선정
브루잉세레모니,서울특별시 성동구 연무장5가길 22-1 (성수동2가),커피전문점,1,N,Y,서울 2025 선정
스시카세(롯데백화점본점),서울특별시 중구 남대문로 81 (소공동) 롯데백화점 본점 지하1층,회전스시,1,N,Y,서울 2025 선정
딤딤섬(명동점),서울특별시 중구 명동길 14 (명동2가) Noon Square 지하 1층,"딤섬, 홍콩식중식",1,Y,Y,레드리본 선정 서울 2025 선정
구복만두,서울특별시 용산구 두텁바위로 7 (갈월동),중국만두,1,Y,Y,레드리본 선정 서울 2025 선정
미스터서왕만두,서울특별시 서대문구 신촌역로 16 (대현동) 신촌가이아오피스텔 103호,중국만두,1,Y,Y,레드리본 선정 서울 2025 선정
코튼서울,서울특별시 종로구 인사동12길 17 (관훈동),커피전문점,1,N,Y,서울 2025 선정
북악정,서울특별시 종로구 평창36길 6 (평창동),"소고기구이, 소갈비",1,Y,Y,레드리본 선정 서울 2025 선정
장모님해장국,서울특별시 종로구 진흥로 421 (구기동),선지해장국,1,N,Y,서울 2025 선정
꺼거,서울특별시 용산구 한강대로48길 10 (한강로2가),홍콩식중식,1,Y,Y,레드리본 선정 서울 2025 선정
겐로쿠우동(홍대본점),서울특별시 마포구 어울마당로 39 (서교동) 2층,일식우동,1,Y,Y,레드리본 선정 서울 2025 선정
클래식해례커피,서울특별시 성동구 연무장길 28-20 (성수동2가) 1층,커피전문점,1,N,Y,서울 2025 선정
룩백커피,서울특별시 서대문구 연희로11길 41 (연희동),커피전문점,1,N,Y,서울 2025 선정
효뜨,서울특별시 용산구 한강대로38길 35 (용산동5가) 태승빌딩 1층,베트남식,1,Y,Y,레드리본 선정 서울 2025 선정
램스야,서울특별시 광진구 아차산로78길 166 (광장동) 광장빌딩 1층,양고기,1,Y,Y,레드리본 선정 서울 2025 선정
풍류,서울특별시 종로구 필운대로5나길 20-12 (누하동) 1층,디저트전문점,1,N,Y,서울 2025 선정
패션5,서울특별시 용산구 이태원로 272 (한남동) SPC빌딩,"카페, 베이커리",1,N,Y,서울 2025 선정
우마이도,서울특별시 광진구 능동로 135-2 (화양동),라멘,1,Y,Y,레드리본 선정 서울 2025 선정
트래버틴,서울특별시 용산구 한강대로7길 18-7 (한강로3가),커피전문점,1,N,Y,서울 2025 선정
타카,서울특별시 용산구 장문로 23 (이태원동) 호텔 몬드리안서울이태원 1층,스키야키,1,N,Y,서울 2025 선정
산촌,서울특별시 종로구 인사동길 30-13 (관훈동),사찰요리,1,N,Y,서울 2025 선정
엔그릴,서울특별시 용산구 남산공원길 105 (용산동2가) 남산N서울타워 7층,프랑스식,1,N,Y,서울 2025 선정
두툼,서울특별시 중구 중림로 10 (중림동) 삼성 사이버 빌리지,"삼겹살, 돼지고기구이",1,Y,Y,레드리본 선정 서울 2025 선정
대흥설농탕,서울특별시 동대문구 한천로 60 (장안동),설렁탕,1,N,Y,서울 2025 선정
에베레스트,서울특별시 종로구 종로51가길 2-1 (창신동),네팔식,1,Y,Y,레드리본 선정 서울 2025 선정
영덕회식당,서울특별시 중구 창경궁로1길 6 (충무로4가),"생선회, 물회, 과메기",1,N,Y,서울 2025 선정
월화식당(마포본점),서울특별시 마포구 도화길 29 (도화동),"돼지고기구이, 소고기구이",1,Y,Y,레드리본 선정 서울 2025 선정
더스팟패뷸러스,서울특별시 중구 명동2길 22 (명동2가),디저트전문점,1,N,Y,서울 2025 선정
진어참치,서울특별시 마포구 연남로3길 34 (연남동),참치,1,N,Y,서울 2025 선정
참숯골,"서울특별시 중구 무교로 16 (무교동) 체육회관빌딩 2층,3층",소고기구이,1,Y,Y,레드리본 선정 서울 2025 선정
동아리(정동본점),서울특별시 중구 정동길 12-6 (정동),이자카야,1,N,Y,서울 2025 선정
쿠시무라,서울특별시 마포구 와우산로3길 13 (상수동),야키토리,1,N,Y,서울 2025 선정
롱브르378,서울특별시 용산구 한강대로10길 11-54 (한강로3가) 1층~4층,디저트전문점,1,N,Y,서울 2025 선정
혜화칼국수,서울특별시 종로구 창경궁로35길 13 (혜화동),"칼국수, 수육, 문어",1,N,Y,서울 2025 선정
오부이용,서울특별시 성동구 독서당로51길 29-1 (금호동1가) 1층,프랑스식,1,Y,Y,레드리본 선정 서울 2025 선정
용금옥,서울특별시 종로구 자하문로 41-2 (통인동),추어탕,1,N,Y,서울 2025 선정
인텔리젠시아커피서촌,서울특별시 종로구 자하문로 34 (통의동),커피전문점,1,N,Y,서울 2025 선정
부다스벨리,서울특별시 용산구 녹사평대로40길 48 (이태원동) 1층,태국식,1,Y,Y,레드리본 선정 서울 2025 선정
서부감자국,서울특별시 은평구 서오릉로 8 (녹번동),감자탕,1,Y,Y,레드리본 선정 서울 2025 선정
더베이커스테이블,서울특별시 용산구 녹사평대로 244-1 (이태원동),베이커리,1,N,Y,서울 2025 선정
카페꼼마(합정점),서울특별시 마포구 포은로 49 (합정동),"북카페, 베이커리",1,N,Y,서울 2025 선정
봉화묵집,서울특별시 성북구 아리랑로19길 46-2 (정릉동),"묵, 일반한식, 칼국수",1,N,Y,서울 2025 선정
이미커피,서울특별시 마포구 동교로25길 7 (동교동),"커피전문점, 디저트전문점",1,N,Y,서울 2025 선정
청평매운탕,서울특별시 중랑구 공릉로 46 (묵동),민물매운탕,1,N,Y,서울 2025 선정
부자피자,서울특별시 용산구 이태원로55가길 28 (한남동),피자,1,Y,Y,레드리본 선정 서울 2025 선정
매니멀스모크하우스,서울특별시 용산구 녹사평대로40길 47 (이태원동) 2층,바비큐,1,Y,Y,레드리본 선정 서울 2025 선정
라플루마앤보헤미안,서울특별시 성북구 고려대로27길 18 (안암동5가) 1층,커피전문점,1,N,Y,서울 2025 선정
중앙감속기,서울특별시 성동구 성수일로6길 7-1 (성수동2가),퓨전중식,1,Y,Y,레드리본 선정 서울 2025 선정
